,url
158950,"['omaha', '2019', 'honda', 'civic', 'sedan-lx-cvt']"
158955,"['council', 'bluffs', '2018', 'honda', 'pilot-lx-awd']"
158963,"['council', 'bluffs', '2019', 'chevrolet', 'silverado']"
158981,"['omaha', '2018', 'chevrolet', 'cruze', '4dr-sedan']"
158995,"['omaha', '2018', 'mercedes', 'benz', 'gls-gls-450']"
159000,"['omaha', '2018', 'nissan', 'rogue', 'awd-glacier']"
159042,"['omaha', '2018', 'honda', 'civic', 'hatchback-ex-cvt']"
159044,"['omaha', '2020', 'volkswagen', 'jetta', 'se']"
159059,"['omaha', '2018', 'hyundai', 'accent', 'se-sedan']"
159062,"['omaha', '2018', 'chevrolet', 'cruze', '4dr-sedan']"
159073,"['council', 'bluffs', '2019', 'ford', 'escape-se-fwd']"
159096,"['omaha', '2019', 'honda', 'civic', 'si-coupe-manual']"
159120,"['omaha', '2019', 'honda', 'cr', 'ex-awd-platinum']"
159140,"['omaha', '2019', 'ram', '1500', 'classic-tradesman']"
159145,"['omaha', '2019', 'mazda', 'mazda3', 'door-fwd']"
159148,"['omaha', '2019', 'subaru', 'crosstrek', '20i-limited']"
159179,"['omaha', '2018', 'chevrolet', 'silverado', '2500hd']"
159185,"['omaha', '2019', 'dodge', 'charger', 'scat-pack-rwd']"
159186,"['omaha', '2018', 'honda', 'civic', 'sedan-lx-cvt']"
159198,"['omaha', '2019', 'chevrolet', 'silverado', '2500hd']"
159204,"['omaha', '2018', 'chevrolet', 'equinox', 'fwd-4dr-lt']"
159210,"['council', 'bluffs', '2019', 'jeep', 'cherokee']"
159213,"['council', 'bluffs', '2018', 'jeep', 'grand-cherokee']"
159216,"['council', 'bluffs', '2018', 'toyota', 'highlander']"
159301,"['omaha', '2019', 'nissan', 'rogue', 'fwd-sv-magnetic']"
163814,"['oklahoma', 'city', '2019', 'fuso', 'crew-cab']"
165783,"['wichita', 'we', 'buy', 'used', 'wheelchair-mobility']"
166638,"['oklahoma', 'city', '2020', 'mitsubishi', 'fe160g']"
166783,"['wichita', 'we', 'buy', 'used', 'wheelchair-mobility']"
172893,"['vicksburg', '2019', 'chevrolet', 'silverado']"
172940,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
172941,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
173145,"['oklahoma', 'city', '2019', 'fuso', 'crew-cab']"
173327,"['vicksburg', '2019', 'chevrolet', 'silverado']"
173406,"['vicksburg', '2018', 'ford', 'transit', 'passenger']"
173407,"['vicksburg', '2019', 'nissan', 'nv200', 'compact']"
173413,"['vicksburg', '2019', 'chevrolet', 'silverado']"
173452,"['vicksburg', '2018', 'chevrolet', 'silverado', '1500']"
173465,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
173466,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
173819,"['vicksburg', '2019', 'chevrolet', 'silverado']"
174519,"['vicksburg', '2019', 'nissan', 'nv200', 'compact']"
174522,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
174546,"['vicksburg', '2019', 'chevrolet', 'silverado']"
174837,"['vicksburg', '2018', 'chevrolet', 'silverado', '1500']"
174904,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
174905,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
175420,"['vicksburg', '2019', 'nissan', 'nv200', 'compact']"
175421,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
175423,"['vicksburg', '2019', 'chevrolet', 'silverado']"
175476,"['oklahoma', 'city', '2020', 'mitsubishi', 'fe160g']"
175505,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
175506,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
179176,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
179478,"['broad', 'run', '2018', 'ford', 'transit-passenger']"
180047,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
180048,"['broad', 'run', '2018', 'ford', 'super-duty-550-drw']"
180050,"['broad', 'run', '2019', 'chevrolet', 'silverado-md']"
180051,"['broad', 'run', '2019', 'chevrolet', 'silverado-md']"
183085,['d']
183943,['d']
184266,['d']
184594,['d']
185606,['d']
187274,"['indian', 'orchard', '2018', 'nissan', 'sentraone']"
188125,"['indian', 'orchard', '2018', 'nissan', 'sentraone']"
188981,"['south', 'elgin', 'brand', 'new', '2020-jeep']"
191271,"['west', 'brookfield', '2002', 'honda', 'odyssey-ex']"
194039,['d']
213685,['d']
213762,['d']
213892,['d']
214468,['d']
214525,['d']
214816,['d']
214918,['d']
215753,['d']
215778,['d']
218047,"['vicksburg', '2019', 'chevrolet', 'silverado']"
218203,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
218207,"['vicksburg', '2019', 'chevrolet', 'silverado']"
218261,"['vicksburg', '2018', 'chevrolet', 'silverado', '1500']"
218277,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
218278,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
218442,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
218463,"['vicksburg', '2018', 'chevrolet', 'silverado', '1500']"
218474,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
218647,"['vicksburg', '2019', 'chevrolet', 'silverado']"
218770,"['vicksburg', '2019', 'ford', 'super', 'duty-350-drw']"
218887,"['vicksburg', '2018', 'ford', 'transit', 'passenger']"
218888,"['vicksburg', '2018', 'ford', 'transit', 'passenger']"
218893,"['vicksburg', '2019', 'nissan', 'nv200', 'compact']"
218894,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
218895,"['vicksburg', '2019', 'chevrolet', 'silverado']"
218955,"['vicksburg', '2018', 'chevrolet', 'silverado', '1500']"
218972,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
218985,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
219044,"['vicksburg', '2018', 'ford', 'super', 'duty-550-drw']"
219182,"['vicksburg', '2019', 'chevrolet', 'silverado']"
219360,"['vicksburg', '2018', 'ford', 'transit', 'passenger']"
219369,"['vicksburg', '2019', 'chevrolet', 'silverado']"
219437,"['vicksburg', '2018', 'chevrolet', 'silverado', '1500']"
219467,"['vicksburg', '2019', 'ford', '150', '4x4-50l-v8-crew']"
219571,"['vicksburg', '2019', 'chevrolet', 'silverado']"
221991,"['oklahoma', 'city', '2020', 'mitsubishi', 'fe160g']"
224139,"['oklahoma', 'city', '2019', 'fuso', 'crew-cab']"
235569,"['broad', 'run', '2018', 'ford', 'super-duty-250-srw']"
235572,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
235573,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
235574,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
236536,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
236537,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
236539,"['broad', 'run', '2021', 'chevrolet', '4500hd-lcf']"
236541,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
236542,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
242282,"['trinity', '1965', 'chevrolet', 'truck']"
250701,"['oklahoma', 'city', '2020', 'mitsubishi', 'fe160g']"
251009,"['denver', '2019', 'dodge', 'grand', 'caravan-se-gray']"
251011,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
251019,"['denver', '2019', 'chrysler', 'pacifica', 'touring']"
251023,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-silver']"
251024,"['denver', '2018', 'toyota', 'sienna', 'limited']"
251033,"['denver', '2020', 'honda', 'odyssey', 'ex-automatic']"
251034,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-white']"
251040,"['denver', '2019', 'dodge', 'grand', 'caravan-se-white']"
251045,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
251046,"['denver', '2019', 'dodge', 'grand', 'caravan-se-plus']"
251047,"['denver', '2020', 'honda', 'odyssey', 'ex-w-navi-res']"
251048,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
251055,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt-gray']"
251057,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-black']"
251058,"['denver', '2018', 'toyota', 'sienna', 'le-automatic']"
251060,"['denver', '2020', 'kia', 'soul', 'line-ivt-white']"
251061,"['denver', '2019', 'dodge', 'grand', 'caravan-se-gray']"
251063,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
251066,"['denver', '2019', 'chrysler', 'pacifica', 'touring']"
251069,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-silver']"
251072,"['denver', '2018', 'toyota', 'sienna', 'limited']"
251077,"['denver', '2020', 'honda', 'odyssey', 'ex-automatic']"
251078,"['denver', '2018', 'dodge', 'grand', 'caravan-sxt']"
251080,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-white']"
251084,"['denver', '2019', 'toyota', 'sienna', 'le-automatic']"
251085,"['denver', '2020', 'toyota', 'sienna', 'xle-automatic']"
251087,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
251088,"['denver', '2019', 'dodge', 'grand', 'caravan-se-plus']"
251089,"['denver', '2020', 'honda', 'odyssey', 'ex-w-navi-res']"
251091,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
251096,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt-gray']"
251097,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-black']"
251227,"['american', 'fork', '2019', 'ford', 'expedition-max']"
251267,"['scottsdale', '2019', 'chevrolet', 'silverado']"
251408,"['scottsdale', '2020', 'ford', 'super', 'duty-250-srw']"
251640,"['scottsdale', '2019', 'gmc', 'sierra', '1500-lifted']"
251693,"['scottsdale', '2018', 'chevrolet', 'silverado']"
251704,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
251730,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
251764,"['scottsdale', '2019', 'chevrolet', 'silverado']"
251765,"['american', 'fork', '2019', 'ford', 'super-duty-350']"
251994,"['scottsdale', '2019', 'ford', 'super', 'duty-350-srw']"
252097,"['scottsdale', '2019', 'gmc', 'sierra', '1500-lifted']"
252102,"['american', 'fork', '2019', 'ford', 'super-duty-350']"
252126,"['american', 'fork', '2019', 'ford', 'super-duty-350']"
252139,"['tempe', '2020', 'chevrolet', 'silverado', '1500']"
252142,"['scottsdale', '2020', 'gmc', 'sierra', '3500hd-2020']"
252143,"['tempe', '2020', 'gmc', 'sierra', '1500-lifted']"
252144,"['american', 'fork', '2020', 'nissan', 'nv-passenger']"
252149,"['tempe', '2018', 'ford', '150', 'lifted-35l-ecoboost']"
252259,"['scottsdale', '2020', 'gmc', 'sierra', '1500-lifted']"
252292,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
252314,"['scottsdale', '2018', 'chevrolet', 'silverado']"
252315,"['american', 'fork', '2020', 'ford', 'expedition-max']"
252427,"['scottsdale', '2020', 'gmc', 'sierra', '2500hd']"
252508,"['scottsdale', '2020', 'chevrolet', 'silverado']"
252523,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
252554,"['american', 'fork', '2019', 'chevrolet', 'silverado']"
252614,"['american', 'fork', '2018', 'ford', '150-xlt-oxford']"
252620,"['scottsdale', '2020', 'gmc', 'sierra', '3500hd']"
252828,"['scottsdale', '2020', 'gmc', 'sierra', '3500hd']"
252990,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
253061,"['scottsdale', '2020', 'chevrolet', 'silverado']"
253063,"['american', 'fork', '2018', 'chevrolet', 'colorado']"
253243,"['scottsdale', '2020', 'chevrolet', 'silverado']"
253275,"['scottsdale', '2019', 'gmc', 'sierra', '1500-lifted']"
253279,"['american', 'fork', '2020', 'jeep', 'gladiator']"
253292,"['american', 'fork', '2020', 'gmc', 'sierra-3500hd']"
253338,"['scottsdale', '2019', 'ford', '150', 'xlt-4wd']"
253340,"['american', 'fork', '2020', 'gmc', 'sierra-3500hd']"
253359,"['tempe', '2019', 'ford', '150', 'lifted-4x4-ecoboost']"
253361,"['tempe', '2018', 'ford', '150', 'lifted-50l-coyote']"
253455,"['american', 'fork', '2020', 'gmc', 'sierra-3500hd']"
253462,"['american', 'fork', '2020', 'gmc', 'sierra-3500hd']"
253470,"['american', 'fork', '2018', 'ford', '150-lariat-fx4']"
253490,"['scottsdale', '2019', 'ford', 'super', 'duty-250-srw']"
253567,"['scottsdale', '2020', 'gmc', 'sierra', '1500-new']"
253626,"['scottsdale', '2019', 'gmc', 'sierra', 'brand-new']"
253899,"['american', 'fork', '2018', 'chevrolet', 'silverado']"
253914,"['scottsdale', '2018', 'chevrolet', 'silverado']"
253920,"['american', 'fork', '2020', 'chevrolet', 'silverado']"
255085,"['asbury', 'park', '2018', 'honda', 'civic-sedan-lx']"
256035,"['asbury', 'park', '2018', 'jaguar', 'pace-25t']"
256334,"['asbury', 'park', '2018', 'honda', 'pilot-ex-awd']"
256541,"['asbury', 'park', '2018', 'volkswagen', 'atlas-36l']"
256772,"['asbury', 'park', '2019', 'dodge', 'journey']"
259438,"['jersey', 'city', '2018', 'dodge', 'journey-gt-fwd']"
267746,"['denver', '2019', 'dodge', 'grand', 'caravan-se-gray']"
267747,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt-gray']"
267782,"['denver', '2019', 'chrysler', 'pacifica', 'touring']"
267827,"['denver', '2018', 'toyota', 'sienna', 'limited']"
267868,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-silver']"
267872,"['denver', '2020', 'honda', 'odyssey', 'ex-automatic']"
267881,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
267911,"['denver', '2019', 'dodge', 'grand', 'caravan-se-white']"
267943,"['denver', '2019', 'toyota', 'sienna', 'le-automatic']"
267944,"['denver', '2019', 'dodge', 'grand', 'caravan-se-plus']"
267945,"['denver', '2020', 'honda', 'odyssey', 'ex-w-navi-res']"
267952,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
267953,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
268017,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-white']"
268030,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-black']"
268031,"['denver', '2020', 'kia', 'soul', 'line-ivt-white']"
268056,"['denver', '2018', 'toyota', 'sienna', 'le-automatic']"
268057,"['denver', '2019', 'dodge', 'grand', 'caravan-se-gray']"
268091,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt-gray']"
268121,"['denver', '2019', 'chrysler', 'pacifica', 'touring']"
268143,"['denver', '2018', 'toyota', 'sienna', 'limited']"
268184,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-silver']"
268195,"['denver', '2020', 'honda', 'odyssey', 'ex-automatic']"
268199,"['denver', '2018', 'dodge', 'grand', 'caravan-sxt']"
268222,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
268238,"['denver', '2019', 'toyota', 'sienna', 'le-automatic']"
268239,"['denver', '2020', 'toyota', 'sienna', 'xle-automatic']"
268253,"['denver', '2019', 'dodge', 'grand', 'caravan-se-plus']"
268254,"['denver', '2020', 'honda', 'odyssey', 'ex-w-navi-res']"
268280,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
268283,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
268309,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-white']"
268324,"['denver', '2019', 'honda', 'pilot', 'ex-2wd-black']"
268329,"['denver', '2020', 'kia', 'soul', 'line-ivt-white']"
270749,"['south', 'elgin', 'brand', 'new', '2020-jeep']"
276409,"['westtown', '2007', 'ford', '150']"
276410,"['westtown', 'silverado', '2000']"
276411,"['poughquag', '2015', 'acura', 'rdx', 'warranty']"
286546,"['oklahoma', 'city', '2020', 'mitsubishi', 'fe160g']"
291657,"['fayetteville', '2019', 'zero', 'ssss', 'title-to']"
298212,"['broad', 'run', '2019', 'chevrolet', 'silverado']"
326389,"['grants', 'pass', 'two', '2002', 'bmw-tii']"
328944,['d']
328948,['d']
328949,['d']
328955,['d']
328959,['d']
328960,['d']
328962,['d']
333073,"['tire', 'hill', '2018', 'subaru', 'impreza-20i-door']"
333105,"['tire', 'hill', '2019', 'infiniti', 'qx60-luxe-awd']"
333156,"['tire', 'hill', '2019', 'toyota', '4runner-trd-off']"
333157,"['tire', 'hill', '2018', 'nissan', 'rogue-all-wheel']"
333276,"['tire', 'hill', '2018', 'subaru', 'impreza-20i-door']"
333312,"['tire', 'hill', '2018', 'jeep', 'wrangler-jk']"
333342,"['tire', 'hill', '2019', 'infiniti', 'qx60-luxe-awd']"
333893,"['erie', '2012', 'suzuki', 'sx4']"
338257,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
339440,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
339441,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
341629,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
349963,"['broad', 'run', '2018', 'ford', 'edge-edge-sport-awd']"
357785,"['oklahoma', 'city', '2019', 'fuso', 'crew-cab']"
363849,"['memphis', '2019', 'honda', 'civic', 'sedan-lx-cvt']"
363850,"['memphis', '2018', 'nissan', 'altima', '25-sv-sedan']"
363950,"['memphis', '2019', 'gmc', 'terrain', 'fwd-4dr-slt']"
364046,"['memphis', '2018', 'subaru', 'legacy', '25i-premium']"
364047,"['memphis', '2019', 'hyundai', 'tucson', 'se-fwd']"
364088,"['memphis', '2018', 'volkswagen', 'passat', '20t-line']"
364275,"['memphis', '2019', 'chevrolet', 'cruze', '4dr-sedan']"
364301,"['memphis', '2019', 'chevrolet', 'malibu', '4dr-sedan']"
364302,"['memphis', '2019', 'nissan', 'sentra', 'cvt']"
364385,"['memphis', '2020', 'nissan', 'altima', '25-sedan']"
364463,"['memphis', '2019', 'nissan', 'altima', '25-sedan-gun']"
364464,"['memphis', '2020', 'nissan', 'altima', '25-sr-sedan']"
364590,"['memphis', '2019', 'dodge', 'grand', 'caravan-gt']"
364668,"['memphis', '2019', 'nissan', 'versa', 'sedan-sv-cvt']"
364669,"['memphis', '2019', 'nissan', 'versa', 'sedan-sv-cvt']"
364814,"['memphis', '2020', 'chevrolet', 'malibu', '4dr-sedan']"
364815,"['memphis', '2019', 'ford', 'ecosport', 'titanium-fwd']"
364864,"['memphis', '2019', 'nissan', 'rogue', 'sport-awd']"
364906,"['memphis', '2019', 'ford', 'fusion', 'sel-fwd']"
364968,"['memphis', '2018', 'hyundai', 'tucson']"
365026,"['memphis', '2019', 'ford', 'fusion', 'hybrid-sel-fwd']"
365084,"['memphis', '2019', 'kia', 'optima', 'lx-automatic']"
365085,"['memphis', '2019', 'hyundai', 'santa', 'fe-se-24l']"
365137,"['memphis', '2019', 'kia', 'optima', 'lx-automatic']"
365176,"['memphis', '2020', 'hyundai', 'elantra', 'sel-ivt']"
365177,"['memphis', '2019', 'dodge', 'journey', 'crossroad']"
365236,"['memphis', '2019', 'chevrolet', 'malibu', '4dr-sedan']"
365268,"['oklahoma', 'city', '2019', 'fuso', 'crew-cab']"
365302,"['memphis', '2019', 'ford', 'fusion', 'sel-fwd-black']"
365354,"['memphis', '2018', 'subaru', 'legacy', '25i-premium']"
365390,"['memphis', '2019', 'hyundai', 'tucson', 'se-fwd']"
365489,"['memphis', '2018', 'volkswagen', 'passat', '20t-line']"
365551,"['memphis', '2019', 'chevrolet', 'cruze', '4dr-sedan']"
365612,"['memphis', '2019', 'chevrolet', 'malibu', '4dr-sedan']"
365613,"['memphis', '2019', 'kia', 'sorento', 'lx-v6-awd']"
365658,"['memphis', '2019', 'nissan', 'sentra', 'cvt']"
365781,"['nashville', '2020', 'toyota', 'corolla', '2020']"
365800,"['nashville', '2018', 'chevrolet', 'camaro', 'hot']"
365811,"['nashville', '2020', 'toyota', 'corolla', '2020']"
365834,"['nashville', '2020', 'toyota', 'corolla', '2020']"
365893,"['nashville', '2018', 'chrysler', 'pacifica', '2018']"
365934,"['nashville', '2019', 'chevrolet', 'silverado']"
366033,"['mount', 'juliet', '2020', 'nissan', 'altima-25']"
366067,"['mount', 'juliet', '2019', 'toyota', 'highlander-le']"
366101,"['mount', 'juliet', '2019', 'toyota', 'camry-se']"
366102,"['nashville', '2018', 'ford', 'ford', '150-crew-xlt']"
366162,"['nashville', '2019', 'chevrolet', 'colorado', 'zr2']"
366184,"['mount', 'juliet', '2019', 'mercedes', 'benz']"
366239,"['smyrna', '2019', 'hyundai', 'elantra', 'under']"
366250,"['nashville', '2018', 'toyota', 'camry', '2018-toyota']"
366410,"['mount', 'juliet', '2019', 'nissan', 'leaf-hatchback']"
366441,"['mount', 'juliet', '2020', 'chevrolet', 'silverado']"
366498,"['mount', 'juliet', '2020', 'ram', '1500-classic-slt']"
366858,"['smyrna', '2018', 'nissan', 'versa', 'note-owner-veh']"
366947,"['mount', 'juliet', '2018', 'subaru', 'outback-25i']"
366965,"['mount', 'juliet', '2018', 'subaru', 'legacy-25i']"
366991,"['mount', 'juliet', '2019', 'nissan', 'murano-fwd-sl']"
366996,"['nashville', '2018', 'jeep', 'grand', 'cherokee-2018']"
367019,"['mount', 'juliet', '2019', 'mercedes', 'benz-class']"
367165,"['mount', 'juliet', '2020', 'bmw', 'series-330i-jet']"
367251,"['mount', 'juliet', '2020', 'jeep', 'grand-cherokee']"
367434,"['mount', 'juliet', '2020', 'ford', '150-xlt-2wd']"
367442,"['mount', 'juliet', '2020', 'ford', '150-xlt-4wd']"
367451,"['mount', 'juliet', '2020', 'ford', '150-supercrew']"
367469,"['mount', 'juliet', '2018', 'dodge', 'grand-caravan']"
367501,"['mount', 'juliet', '2019', 'dodge', 'grand-caravan']"
367503,"['nashville', '2019', 'ford', 'mustang', '2019-ford']"
367531,"['nashville', '2018', 'subaru', 'outback', 'to-make']"
367599,"['nashville', '2018', 'ford', 'fusion', 'hybrid-one']"
367652,"['nashville', '2019', 'honda', 'insight', 'hybrid-to']"
367676,"['nashville', '2018', 'volkswagen', 'atlas', '36l-v6']"
367724,"['mount', 'juliet', '2020', 'chrysler', 'pacifica']"
367811,"['smyrna', '2019', 'hyundai', 'elantra', 'under']"
367921,"['mount', 'juliet', '2019', 'mini', 'cooper-e']"
368200,"['mount', 'juliet', '2019', 'chevrolet', 'malibu-4dr']"
368241,"['nashville', '2020', 'toyota', 'corolla', '2020']"
368246,"['mount', 'juliet', '2019', 'toyota', 'prius-prime']"
368258,"['nashville', '2020', 'toyota', 'corolla', '2020']"
368270,"['mount', 'juliet', '2019', 'chevrolet', 'equinox-awd']"
368273,"['nashville', '2020', 'toyota', 'corolla', '2020']"
368284,"['nashville', '2018', 'chrysler', 'pacifica', '2018']"
368368,"['mount', 'juliet', '2020', 'chevrolet', 'spark-4dr']"
368371,"['nashville', '2019', 'chevrolet', 'silverado']"
368418,"['smyrna', '2018', 'nissan', 'versa', 'note-owner-veh']"
369303,"['bristol', '2018', 'toyota', 'rav4', 'xle-fwd-super']"
369579,"['bristol', '2019', 'nissan', 'sentra', 'sv-brilliant']"
369622,"['oklahoma', 'city', '2020', 'mitsubishi', 'fe160g']"
369634,"['bristol', '2019', 'honda', 'fit', 'ex-cvt-lunar']"
369668,"['bristol', '2018', 'honda', 'civic', 'sedan-ex-cvt']"
369897,"['fayetteville', '2019', 'tesla', 'model', '100d-awd']"
369902,"['fayetteville', '2021', 'tesla']"
369912,"['fayetteville', '2019', 'tesla', 'model', '100d-awd']"
369926,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
370025,"['pompano', 'beach', '2019', 'chevrolet', 'silverado']"
370026,"['pompano', 'beach', '2020', 'amerideck', 'amd-ls-80']"
370587,"['oklahoma', 'city', '2019', 'fuso', 'crew-cab']"
370745,"['westport', '2019', 'tesla', 'model', '100d-awd']"
370746,"['westport', '2019', 'tesla', 'model', '100d-awd']"
372991,"['royal', 'palm', 'beach', '2019', 'ram-1500-big-horn']"
376603,['d']
376702,['d']
376826,['d']
376827,['d']
377760,['d']
377762,['d']
377767,['d']
377769,['d']
377798,['d']
378767,['d']
381640,"['el', 'paso', '2011', 'chevy', 'chevrolet-malibu-ls']"
381641,"['el', 'paso', '2017', 'ford', 'fusion-platinum-sedan']"
381642,"['el', 'paso', '2013', 'ford', 'focus-se-sedan']"
381643,"['el', 'paso', '2019', 'toyota', '4runner-limited']"
381644,"['el', 'paso', '2012', 'buick', 'enclave-convenience']"
381833,"['houston', '2018', 'honda', 'civic', 'hatchback']"
381840,"['houston', '2018', 'nissan', 'altima', '25-sedan-gray']"
381847,"['houston', '2019', 'chevrolet', 'equinox', 'awd-4dr']"
381853,"['houston', '2018', 'chevrolet', 'cruze', '4dr-sedan']"
381861,"['houston', '2018', 'kia', 'optima', 'automatic-gray']"
382286,"['scottsdale', '2020', 'ford', 'super', 'duty-250-srw']"
383032,"['scottsdale', '2020', 'gmc', 'sierra', '3500hd']"
383910,"['scottsdale', '2018', 'ford', '150', 'special']"
384237,"['scottsdale', '2020', 'gmc', 'sierra', '2500hd']"
388221,"['scottsdale', '2020', 'gmc', 'sierra', '3500hd']"
388629,"['scottsdale', '2020', 'chevrolet', 'silverado']"
388938,"['scottsdale', '2020', 'chevrolet', 'silverado']"
389108,"['scottsdale', '2020', 'gmc', 'sierra', '1500-new']"
389218,"['scottsdale', '2019', 'ford', '150', 'lifted-2019']"
389311,"['scottsdale', '2019', 'ford', 'super', 'duty-350-srw']"
389616,"['scottsdale', '2020', 'gmc', 'sierra', '2500hd']"
389861,"['scottsdale', '2018', 'chevrolet', 'silverado']"
390052,"['scottsdale', '2020', 'chevrolet', 'silverado']"
390293,"['scottsdale', '2019', 'ford', 'super', 'duty-350-srw']"
390566,"['scottsdale', '2019', 'ram', '1500', 'lifted-new']"
390761,"['scottsdale', '2019', 'chevrolet', 'silverado']"
390859,"['scottsdale', '2020', 'gmc', 'sierra', '3500hd-2020']"
402326,"['richmond', '2018', 'chevrolet', 'impala', '4dr']"
402328,"['richmond', '2019', 'chevrolet', 'impala', '4dr']"
405226,"['richmond', '2018', 'toyota', 'camry', 'le-automatic']"
405251,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
405728,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
405729,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
405730,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
406066,"['richmond', '2018', 'toyota', 'camry', 'le-automatic']"
406475,"['broad', 'run', '2018', 'ford', 'super-duty-550-drw']"
407130,"['broad', 'run', '2018', 'ford', 'super-duty-350-drw']"
407131,"['broad', 'run', '2019', 'ram', '3500-chassis-cab']"
411735,"['bellingham', '2007', 'mercedes', 'benz', 'slk-slk']"
411736,"['bellingham', '2015', 'mercedes', 'benz', 'class-400']"
411737,"['bellingham', '2016', 'bmw', 'x1', 'xdrive28i']"
411738,"['bellingham', '2017', 'bmw', 'x3', 'xdrive28i']"
411739,"['bellingham', '2011', 'mercedes', 'benz', 'class-300']"
411740,"['bellingham', '2015', 'mercedes', 'benz', 'class-400']"
411741,"['bellingham', '2016', 'bmw', 'x1', 'xdrive28i']"
411742,"['bellingham', '2017', 'bmw', 'x3', 'xdrive28i']"
411743,"['bellingham', '2011', 'mercedes', 'benz', 'class-300']"
416794,['d']
417437,['d']
417858,['d']
418113,['d']
418709,['d']
419433,"['bellingham', '2015', 'mercedes', 'benz', 'class-400']"
419434,"['bellingham', '2016', 'bmw', 'x1', 'xdrive28i']"
419536,"['wenatchee', '2020', 'jeep', 'wrangler', 'unlimited']"
419537,"['wenatchee', '2019', 'ford', 'super', 'duty-250-srw']"
419538,"['wenatchee', '2018', 'jeep', 'wrangler', 'unlimited']"
419561,"['wenatchee', '2019', 'jeep', 'grand', 'cherokee']"
